sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
Rebbie later revealed that there was a lot of discussion at the time of the release of Centipede over whether she should use the Jackson surname professionally or not.,Rebbie later revealed there was a lot of discussion at the time of the release of Centipede over whether she should use the Jackson surname professionally or not.,0,reveal,revealed,that,Rebbie later,Rebbie later revealed,Rebbie later revealed there was a lot of,17.61153388,6.337826252
"To begin with Rebbie did not want to use her pre @-@ marriage surname , but later reasoned that it was silly to deny her heritage.","To begin with Rebbie did not want to use her pre @-@ marriage surname , but later reasoned it was silly to deny her heritage.",0,reason,reasoned,that,"To begin with Rebbie did not want to use her pre @-@ marriage surname , but later","To begin with Rebbie did not want to use her pre @-@ marriage surname , but later reasoned","To begin with Rebbie did not want to use her pre @-@ marriage surname , but later reasoned it was silly to deny",26.18904591,14.79746437
"Jackson explained that she did , however , compromise with the use of her family name on the Centipede album cover - "" Rebbie is large and Jackson is small "".","Jackson explained she did , however , compromise with the use of her family name on the Centipede album cover - "" Rebbie is large and Jackson is small "".",0,explain,explained,that,Jackson,Jackson explained,"Jackson explained she did , however ,",46.74246264,11.51069927
"She further stated that the success of siblings Michael and Janet had not been a hindrance to her , but served as an enhancement to her career.","She further stated the success of siblings Michael and Janet had not been a hindrance to her , but served as an enhancement to her career.",0,state,stated,that,She further,She further stated,She further stated the success of siblings Michael,49.36343849,4.275276184
"Rebbie added that she did not have to worry about "" name recognition "".","Rebbie added she did not have to worry about "" name recognition "".",0,add,added,that,Rebbie,Rebbie added,Rebbie added she did not have to,24.85886854,11.19523335
"Jackson commented that the album was "" more versatile "" , while noting that it resembled other albums because it had a lot of dance music.","Jackson commented the album was "" more versatile "" , while noting that it resembled other albums because it had a lot of dance music.",0,comment,commented,that,Jackson,Jackson commented,"Jackson commented the album was "" more",39.48153222,15.54247856
"Jackson commented that the album was "" more versatile "" , while noting that it resembled other albums because it had a lot of dance music.","Jackson commented that the album was "" more versatile "" , while noting it resembled other albums because it had a lot of dance music.",0,note,noting,that,"Jackson commented that the album was "" more versatile "" , while","Jackson commented that the album was "" more versatile "" , while noting","Jackson commented that the album was "" more versatile "" , while noting it resembled other albums because",37.00968933,4.746268749
Jackson later stated that she performed around the world during this hiatus.,Jackson later stated she performed around the world during this hiatus.,0,state,stated,that,Jackson later,Jackson later stated,Jackson later stated she performed around the world,39.74375153,7.06099987
"Initially , the singer had not wanted to feature the track , believing that it was part of the past.","Initially , the singer had not wanted to feature the track , believing it was part of the past.",0,believe,believing,that,"Initially , the singer had not wanted to feature the track ,","Initially , the singer had not wanted to feature the track , believing","Initially , the singer had not wanted to feature the track , believing it was part of the",14.26501928,10.65125179
"After thinking about it for a while , Jackson felt that the inclusion of the remix — which features a rap by son Austin — would be a good way to return to the music scene.","After thinking about it for a while , Jackson felt the inclusion of the remix — which features a rap by son Austin — would be a good way to return to the music scene.",0,feel,felt,that,"After thinking about it for a while , Jackson","After thinking about it for a while , Jackson felt","After thinking about it for a while , Jackson felt the inclusion of the remix",37.61440042,7.385168076
"In early 2011 , Rebbie announced she 's begun recording for a new album , her first in 14 years.","In early 2011 , Rebbie announced she 's begun recording for a new album , her first in 14 years.",0,announce,announced,none,"In early 2011 , Rebbie","In early 2011 , Rebbie announced","In early 2011 , Rebbie announced she 's begun recording for",51.27062511,10.06706405
"Because des Roches travelled to Spain to the shrine of St James at Compostela , and it is known that Foliot accompanied him , the statement by a medieval chronicler from Dunstable that Foliot 's destination was not certain , being either Rome or Compostela , should be discounted.","Because des Roches travelled to Spain to the shrine of St James at Compostela , and it is known Foliot accompanied him , the statement by a medieval chronicler from Dunstable that Foliot 's destination was not certain , being either Rome or Compostela , should be discounted.",0,know,known,that,"Because des Roches travelled to Spain to the shrine of St James at Compostela , and it is","Because des Roches travelled to Spain to the shrine of St James at Compostela , and it is known","Because des Roches travelled to Spain to the shrine of St James at Compostela , and it is known Foliot accompanied him , the",60.12415069,5.904652119
"As with several analogous light military vehicles , despite being originally designed to fill a light reconnaissance role , the rise of urban warfare and close quarters combat meant that the Israel Defense Forces had to recast the Storm in new roles.","As with several analogous light military vehicles , despite being originally designed to fill a light reconnaissance role , the rise of urban warfare and close quarters combat meant the Israel Defense Forces had to recast the Storm in new roles.",0,mean,meant,that,"As with several analogous light military vehicles , despite being originally designed to fill a light reconnaissance role , the rise of urban warfare and close quarters combat","As with several analogous light military vehicles , despite being originally designed to fill a light reconnaissance role , the rise of urban warfare and close quarters combat meant","As with several analogous light military vehicles , despite being originally designed to fill a light reconnaissance role , the rise of urban warfare and close quarters combat meant the Israel Defense Forces had",23.90620066,7.941804886
"However the IDF said that the purchase of the David was to fill a temporary gap in production until the Storm II 's testing was completed , and has since begun filling its commitment.","However the IDF said the purchase of the David was to fill a temporary gap in production until the Storm II 's testing was completed , and has since begun filling its commitment.",0,say,said,that,However the IDF,However the IDF said,However the IDF said the purchase of the David,36.92091799,5.977345943
"AIL states that if such a thing would happen , a petrol engine version could be offered.","AIL states if such a thing would happen , a petrol engine version could be offered.",0,state,states,that,AIL,AIL states,AIL states if such a thing would,31.63015354,14.98151875
"At the time , ship observations indicated that the disturbance had a well @-@ defined cyclonic circulation , with the strongest winds situated in the northern semicircle of the cyclone.","At the time , ship observations indicated the disturbance had a well @-@ defined cyclonic circulation , with the strongest winds situated in the northern semicircle of the cyclone.",0,indicate,indicated,that,"At the time , ship observations","At the time , ship observations indicated","At the time , ship observations indicated the disturbance had a well",35.97212481,3.588477135
"Reports of damage were limited , though a report stated that considerable damage had occurred where the hurricane made landfall.","Reports of damage were limited , though a report stated considerable damage had occurred where the hurricane made landfall.",0,state,stated,that,"Reports of damage were limited , though a report","Reports of damage were limited , though a report stated","Reports of damage were limited , though a report stated considerable damage had occurred where",29.2860696,8.747821808
