sentence,pseudo_that,verb,comp_type
"A field study in Canberra found that superb fairywrens ( Malurus cyaneus ) that lived in areas frequented by noisy miners recognised miner alarm calls and took flight , and had learnt to ignore their non @-@ alarm calls , while those that live in areas not frequented by noisy miners did not respond to miner alarm calls.","A field study in Canberra found superb fairywrens ( Malurus cyaneus ) that lived in areas frequented by noisy miners recognised miner alarm calls and took flight , and had learnt to ignore their non @-@ alarm calls , while those that live in areas not frequented by noisy miners did not respond to miner alarm calls.",find,that
This suggests the species has adapted and learnt to discriminate and respond to another species ' vocalisations.,This suggests the species has adapted and learnt to discriminate and respond to another species ' vocalisations.,suggest,none
"The frenzied courtship activity had led to speculation that the female mates promiscuously to recruit males to help care for the young , but recent genetic testing shows that 96 @.@ 5 % of noisy miner broods result from monogamous mating and that multiple paternity is rare.","The frenzied courtship activity had led to speculation that the female mates promiscuously to recruit males to help care for the young , but recent genetic testing shows 96 @.@ 5 % of noisy miner broods result from monogamous mating and that multiple paternity is rare.",show,that
"An observation of banded birds noted that while females copulated repeatedly , it was always with the same male.","An observation of banded birds noted while females copulated repeatedly , it was always with the same male.",note,that
"Behavioural evidence and genetic testing indicate that helpers are male offspring of the breeding pair , or full siblings of the male parent.","Behavioural evidence and genetic testing indicate helpers are male offspring of the breeding pair , or full siblings of the male parent.",indicate,that
"The role played by the noisy miner in the steep decline of many woodland birds , its impact on endangered species with similar foraging requirements , and the level of leaf damage leading to die @-@ back that accompanies the exclusion of insectivorous birds from remnant woodlands , means that any strategy to restore avian diversity will need to take account of the management of noisy miner populations.","The role played by the noisy miner in the steep decline of many woodland birds , its impact on endangered species with similar foraging requirements , and the level of leaf damage leading to die @-@ back that accompanies the exclusion of insectivorous birds from remnant woodlands , means any strategy to restore avian diversity will need to take account of the management of noisy miner populations.",mean,that
"A field study conducted in the Southern Highlands found that noisy miners tended to avoid areas dominated by wattles , species of which in the study area had bipinnate leaves.","A field study conducted in the Southern Highlands found noisy miners tended to avoid areas dominated by wattles , species of which in the study area had bipinnate leaves.",find,that
"In 1838 , Matthias Schleiden proposed that the nucleus plays a role in generating cells , thus he introduced the name "" cytoblast "" ( cell builder ).","In 1838 , Matthias Schleiden proposed the nucleus plays a role in generating cells , thus he introduced the name "" cytoblast "" ( cell builder ).",propose,that
"He believed that he had observed new cells assembling around "" cytoblasts "".","He believed he had observed new cells assembling around "" cytoblasts "".",believe,that
"Franz Meyen was a strong opponent of this view , having already described cells multiplying by division and believing that many cells would have no nuclei.","Franz Meyen was a strong opponent of this view , having already described cells multiplying by division and believing many cells would have no nuclei.",believe,that
"Between 1877 and 1878 , Oscar Hertwig published several studies on the fertilization of sea urchin eggs , showing that the nucleus of the sperm enters the oocyte and fuses with its nucleus.","Between 1877 and 1878 , Oscar Hertwig published several studies on the fertilization of sea urchin eggs , showing the nucleus of the sperm enters the oocyte and fuses with its nucleus.",show,that
