sentence,pseudo_that,verb,comp_type
"Sverdrup rowed across for news , and learned that nothing had been heard from Nansen.","Sverdrup rowed across for news , and learned nothing had been heard from Nansen.",learn,that
"Fram called briefly at Spitsbergen , where the Swedish explorer @-@ engineer Salomon Andrée was preparing for the balloon flight that he hoped would take him to the pole.","Fram called briefly at Spitsbergen , where the Swedish explorer @-@ engineer Salomon Andrée was preparing for the balloon flight that he hoped would take him to the pole.",hope,none
"In February 1896 The New York Times ran a dispatch from Irkutsk , in Siberia , from a supposed Nansen agent , claiming that Nansen had reached the pole and found land there.","In February 1896 The New York Times ran a dispatch from Irkutsk , in Siberia , from a supposed Nansen agent , claiming Nansen had reached the pole and found land there.",claim,that
"Nansen and his family stayed at the palace as special guests of the king ; by contrast , Johansen remained in the background , largely overlooked , and writing that "" reality , after all , is not so wonderful as it appeared to me in the midst of our hard life.","Nansen and his family stayed at the palace as special guests of the king ; by contrast , Johansen remained in the background , largely overlooked , and writing "" reality , after all , is not so wonderful as it appeared to me in the midst of our hard life.",write,that
"Sir Clements Markham , president of Britain 's Royal Geographical Society , declared that the expedition had resolved "" the whole problem of Arctic geography "".","Sir Clements Markham , president of Britain 's Royal Geographical Society , declared the expedition had resolved "" the whole problem of Arctic geography "".",declare,that
""" It passes comprehension "" , Greely wrote , "" how Nansen could have thus deviated from the most sacred duty devolving on the commander of a naval expedition.",""" It passes comprehension "" , Greely wrote , "" how Nansen could have thus deviated from the most sacred duty devolving on the commander of a naval expedition.",write,none
""" It passes comprehension "" , Greely wrote , "" how Nansen could have thus deviated from the most sacred duty devolving on the commander of a naval expedition.",""" It passes comprehension "" , Greely wrote , "" how Nansen could have thus deviated from the most sacred duty devolving on the commander of a naval expedition.",write,none
Ned is horrified to hear that humans evolved from apes and that the creation account in the Genesis is characterized as a myth.,Ned is horrified to hear humans evolved from apes and that the creation account in the Genesis is characterized as a myth.,hear,that
"She asks why she 's being arrested when there are far worse crimes out there , and embarrassed he tells her they only have enough manpower to enforce the last three laws passed , even stating that it 's the worst law system there is.","She asks why she 's being arrested when there are far worse crimes out there , and embarrassed he tells her they only have enough manpower to enforce the last three laws passed , even stating that it 's the worst law system there is.",tell,none
"She asks why she 's being arrested when there are far worse crimes out there , and embarrassed he tells her they only have enough manpower to enforce the last three laws passed , even stating that it 's the worst law system there is.","She asks why she 's being arrested when there are far worse crimes out there , and embarrassed he tells her they only have enough manpower to enforce the last three laws passed , even stating it 's the worst law system there is.",state,that
"The trial does not go smoothly for Lisa , as Professor Frink ( called by Clarice ) gives ambiguous answers regarding God 's existence , while a creationist scientist says that evolution cannot be real , as there is no proof of a "" missing link "" ( depicted in a picture as a savage hominid , holding a rock over his head ).","The trial does not go smoothly for Lisa , as Professor Frink ( called by Clarice ) gives ambiguous answers regarding God 's existence , while a creationist scientist says evolution cannot be real , as there is no proof of a "" missing link "" ( depicted in a picture as a savage hominid , holding a rock over his head ).",say,that
"When the trial resumes , Marge tells Lisa that she now knows a way that she can help her.","When the trial resumes , Marge tells Lisa she now knows a way that she can help her.",tell,that
